#type  algo  firstChoice  nbRobots  time  resType
0 6 0 10 530 0
0 6 0 10 446 1
0 6 0 10 657 2
0 6 0 20 550 0
0 6 0 20 477 1
0 6 0 20 625 2
0 6 0 40 611 0
0 6 0 40 492 1
0 6 0 40 729 2
0 6 0 80 623 0
0 6 0 80 539 1
0 6 0 80 748 2
0 6 0 160 565 0
0 6 0 160 462 1
0 6 0 160 640 2
0 6 0 320 511 0
0 6 0 320 463 1
0 6 0 320 552 2
