#type  algo  firstChoice  nbRobots  time  resType
0 1 0 10 624 0
0 1 0 10 470 1
0 1 0 10 745 2
0 1 0 20 692 0
0 1 0 20 603 1
0 1 0 20 805 2
0 1 0 40 861 0
0 1 0 40 748 1
0 1 0 40 1000 2
0 1 0 80 984 0
0 1 0 80 847 1
0 1 0 80 1091 2
0 1 0 160 1147 0
0 1 0 160 1038 1
0 1 0 160 1223 2
0 1 0 320 1264 0
0 1 0 320 1139 1
0 1 0 320 1331 2
