#type  algo  firstChoice  nbRobots  time  resType
0 2 0 10 533 0
0 2 0 10 335 1
0 2 0 10 651 2
0 2 0 20 748 0
0 2 0 20 648 1
0 2 0 20 947 2
0 2 0 40 808 0
0 2 0 40 697 1
0 2 0 40 967 2
0 2 0 80 904 0
0 2 0 80 809 1
0 2 0 80 1008 2
0 2 0 160 1070 0
0 2 0 160 970 1
0 2 0 160 1131 2
0 2 0 320 1219 0
0 2 0 320 1161 1
0 2 0 320 1332 2
