#type  algo  firstChoice  nbRobots  time  resType
0 7 0 10 412 0
0 7 0 10 267 1
0 7 0 10 544 2
0 7 0 20 431 0
0 7 0 20 363 1
0 7 0 20 497 2
0 7 0 40 450 0
0 7 0 40 403 1
0 7 0 40 525 2
0 7 0 80 463 0
0 7 0 80 326 1
0 7 0 80 557 2
0 7 0 160 477 0
0 7 0 160 399 1
0 7 0 160 590 2
0 7 0 320 470 0
0 7 0 320 420 1
0 7 0 320 518 2
