#type  algo  firstChoice  nbRobots  time  resType
3 3 0 10 384 0
3 3 0 10 339 1
3 3 0 10 427 2
3 3 0 20 421 0
3 3 0 20 338 1
3 3 0 20 499 2
3 3 0 40 456 0
3 3 0 40 408 1
3 3 0 40 532 2
3 3 0 80 473 0
3 3 0 80 416 1
3 3 0 80 537 2
3 3 0 160 427 0
3 3 0 160 371 1
3 3 0 160 471 2
3 3 0 320 449 0
3 3 0 320 395 1
3 3 0 320 535 2
