#config  algo  firstChoice  nbRobots  time  resType
0 8 0 10 508 0
0 8 0 10 398 1
0 8 0 10 558 2
0 8 0 20 637 0
0 8 0 20 488 1
0 8 0 20 801 2
0 8 0 40 736 0
0 8 0 40 560 1
0 8 0 40 839 2
0 8 0 80 701 0
0 8 0 80 592 1
0 8 0 80 796 2
0 8 0 160 764 0
0 8 0 160 627 1
0 8 0 160 895 2
0 8 0 320 792 0
0 8 0 320 666 1
0 8 0 320 885 2
